id,sec,voltage,battery_remaining,current_drawn,ground_speed,air_speed,nav_roll,nav_pitch,nav_bearing,pitch,yaw,roll,alt,lat,lon,payload,distance_frm_home,velocity_x,velocity_y,velocity_z,mode,flight_time
417,834,14.315,25,15.15,0.1,0.1,NULL,NULL,294,0.0172123,-1.13417,0.00251602,4.14,37.5993685,126.8635707,NULL,NULL,0.01,-0.01,0,LOITER,840.599
418,836,14.303,25,15.55,0.08,0.08,NULL,NULL,295,-0.0054676,-1.12825,-0.0128195,4.16,37.5993686,126.8635715,NULL,NULL,0.05,0.07,-0.02,LOITER,842.612
419,838,14.307,25,15.21,0.73,0.73,NULL,NULL,294,0.0534257,-1.13996,-0.0292972,4.2,37.5993712,126.8635668,NULL,NULL,0.4,-0.83,-0.06,LOITER,844.622
420,840,14.301,25,15.31,0.08,0.08,NULL,NULL,294,-0.0140964,-1.14241,0.00128684,4.15,37.5993721,126.863562,NULL,NULL,-0.07,-0.08,0,LOITER,846.633
421,842,14.302,24,15.02,1.3,1.3,NULL,NULL,294,0.0711013,-1.14508,-0.021022,4.14,37.599379,126.8635491,NULL,NULL,0.52,-0.87,0,LOITER,848.648
422,844,14.293,24,15.39,0.07,0.07,NULL,NULL,294,-0.0106207,-1.13756,-0.00827263,4.13,37.5993819,126.8635452,NULL,NULL,0.05,-0.06,0,LOITER,850.66
423,846,14.286,24,13.75,0.07,0.07,NULL,NULL,295,-0.00946911,-1.13252,0.0124286,4.12,37.5993818,126.8635449,NULL,NULL,0,-0.01,-0.13,LAND,852.671
424,848,14.284,24,15.02,0.03,0.03,NULL,NULL,294,-0.00229759,-1.1399,-0.0117135,3.39,37.5993822,126.8635454,NULL,NULL,0,-0.06,-0.43,LAND,854.683
425,850,14.458,24,4.12,0.03,0.03,NULL,NULL,294,-0.014925,-1.1458,0.0456326,2.73,37.5993826,126.8635443,NULL,NULL,0.04,0,-0.01,LAND,856.697
426,852,14.538,24,0.61,0.03,0.03,NULL,NULL,294,-0.0147011,-1.14732,0.0465696,2.27,37.5993824,126.8635442,NULL,NULL,0,0,0.05,LOITER,858.71
427,854,14.581,21,0.6,0.03,0.03,NULL,NULL,294,-0.0141095,-1.14811,0.0477539,2.7,37.5993815,126.8635455,NULL,NULL,0.01,0,0.09,LOITER,860.723
428,856,14.602,21,0.6,0.01,0.01,NULL,NULL,294,-0.0130335,-1.14811,0.0486787,2.84,37.5993811,126.8635456,NULL,NULL,0.03,0.01,0.08,LOITER,862.736
429,858,14.62,21,0.6,0.02,0.02,NULL,NULL,294,-0.0124215,-1.14862,0.0487711,2.95,37.5993805,126.8635449,NULL,NULL,0.03,0.03,0.06,LOITER,864.752
430,860,14.644,21,0.6,0.03,0.03,NULL,NULL,294,-0.0130307,-1.14868,0.0486065,2.96,37.5993804,126.863545,NULL,NULL,0.04,0.04,0.04,LOITER,866.767
431,862,14.659,21,0.6,0.05,0.05,NULL,NULL,294,-0.012684,-1.14919,0.0486616,2.8,37.5993796,126.8635453,NULL,NULL,0.03,0.03,-0.02,LOITER,868.78
432,864,14.678,21,0.59,0.05,0.05,NULL,NULL,294,-0.0121787,-1.14986,0.048402,2.7,37.5993782,126.8635459,NULL,NULL,0.03,0.03,-0.06,LOITER,870.794
433,866,14.688,21,0.6,0.07,0.07,NULL,NULL,294,-0.0118819,-1.14996,0.0474143,2.65,37.5993774,126.8635473,NULL,NULL,0.03,0.03,-0.07,LOITER,872.809
434,868,14.698,21,0.6,0.92,0.92,NULL,NULL,132,-0.935765,2.26637,-1.9875,3.8,37.5993758,126.863555,NULL,NULL,-0.14,0.66,-0.06,LOITER,874.823
435,870,14.698,21,0.6,0.92,0.92,NULL,NULL,132,-0.935765,2.26637,-1.9875,3.8,37.5993758,126.863555,NULL,NULL,-0.14,0.66,-0.06,LOITER,876.836
436,872,14.698,21,0.6,0.92,0.92,NULL,NULL,132,-0.935765,2.26637,-1.9875,3.8,37.5993758,126.863555,NULL,NULL,-0.14,0.66,-0.06,LOITER,878.848
437,874,14.698,21,0.6,0.92,0.92,NULL,NULL,132,-0.935765,2.26637,-1.9875,3.8,37.5993758,126.863555,NULL,NULL,-0.14,0.66,-0.06,LOITER,880.863
438,876,14.698,21,0.6,0.92,0.92,NULL,NULL,132,-0.935765,2.26637,-1.9875,3.8,37.5993758,126.863555,NULL,NULL,-0.14,0.66,-0.06,LOITER,882.876
439,878,14.698,21,0.6,0.92,0.92,NULL,NULL,132,-0.935765,2.26637,-1.9875,3.8,37.5993758,126.863555,NULL,NULL,-0.14,0.66,-0.06,LOITER,884.891
440,880,14.698,21,0.6,0.92,0.92,NULL,NULL,132,-0.935765,2.26637,-1.9875,3.8,37.5993758,126.863555,NULL,NULL,-0.14,0.66,-0.06,LOITER,886.906
441,882,14.698,21,0.6,0.92,0.92,NULL,NULL,132,-0.935765,2.26637,-1.9875,3.8,37.5993758,126.863555,NULL,NULL,-0.14,0.66,-0.06,LOITER,888.92
442,884,14.698,21,0.6,0.92,0.92,NULL,NULL,132,-0.935765,2.26637,-1.9875,3.8,37.5993758,126.863555,NULL,NULL,-0.14,0.66,-0.06,LOITER,890.934
443,886,14.698,21,0.6,0.92,0.92,NULL,NULL,132,-0.935765,2.26637,-1.9875,3.8,37.5993758,126.863555,NULL,NULL,-0.14,0.66,-0.06,LOITER,892.947
444,888,14.698,21,0.6,0.92,0.92,NULL,NULL,132,-0.935765,2.26637,-1.9875,3.8,37.5993758,126.863555,NULL,NULL,-0.14,0.66,-0.06,LOITER,894.961
445,890,14.698,21,0.6,0.92,0.92,NULL,NULL,132,-0.935765,2.26637,-1.9875,3.8,37.5993758,126.863555,NULL,NULL,-0.14,0.66,-0.06,LOITER,896.973
446,892,14.698,21,0.6,0.92,0.92,NULL,NULL,132,-0.935765,2.26637,-1.9875,3.8,37.5993758,126.863555,NULL,NULL,-0.14,0.66,-0.06,LOITER,898.986
447,894,14.698,21,0.6,0.92,0.92,NULL,NULL,132,-0.935765,2.26637,-1.9875,3.8,37.5993758,126.863555,NULL,NULL,-0.14,0.66,-0.06,LOITER,900.997
448,896,14.698,21,0.6,0.92,0.92,NULL,NULL,132,-0.935765,2.26637,-1.9875,3.8,37.5993758,126.863555,NULL,NULL,-0.14,0.66,-0.06,LOITER,903.005
449,898,14.698,21,0.6,0.92,0.92,NULL,NULL,132,-0.935765,2.26637,-1.9875,3.8,37.5993758,126.863555,NULL,NULL,-0.14,0.66,-0.06,LOITER,905.015
